County ID,County Name,Precinct Code,Precinct Name,School District Code,School District Name,Number of Registered Voters,,,,,,,,,
13,Chisago,105,WYOMING,2144,CHISAGO LAKES,514,,,,,,,,,
13,Chisago,105,WYOMING,831,FOREST LAKE,4983,,,,,,,,,
14,Clay,5,ALLIANCE TWP,146,BARNESVILLE,112,,,,,,,,,
14,Clay,5,ALLIANCE TWP,152,MOORHEAD,40,,,,,,,,,
14,Clay,10,BARNESVILLE CITY W-1,146,BARNESVILLE,654,,,,,,,,,
14,Clay,15,BARNESVILLE CITY W-2,146,BARNESVILLE,496,,,,,,,,,
14,Clay,20,BARNESVILLE CITY W-3,146,BARNESVILLE,565,,,,,,,,,
14,Clay,25,BARNESVILLE TWP,146,BARNESVILLE,135,,,,,,,,,
14,Clay,30,COMSTOCK CITY,146,BARNESVILLE,64,,,,,,,,,
14,Clay,35,CROMWELL TWP,150,HAWLEY,266,,,,,,,,,
14,Clay,35,CROMWELL TWP,914,ULEN-HITTERDAL,2,,,,,,,,,
14,Clay,40,DILWORTH CITY,152,MOORHEAD,652,,,,,,,,,
14,Clay,40,DILWORTH CITY,2164,DILWORTH-GLYNDON-FELTON,1971,,,,,,,,,
14,Clay,45,EGLON TWP,150,HAWLEY,404,,,,,,,,,
14,Clay,45,EGLON TWP,2889,LAKE PARK AUDUBON,60,,,,,,,,,
14,Clay,50,ELKTON TWP,146,BARNESVILLE,181,,,,,,,,,
14,Clay,50,ELKTON TWP,2164,DILWORTH-GLYNDON-FELTON,39,,,,,,,,,
14,Clay,55,ELMWOOD TWP,146,BARNESVILLE,64,,,,,,,,,
14,Clay,55,ELMWOOD TWP,152,MOORHEAD,186,,,,,,,,,
14,Clay,55,ELMWOOD TWP,2164,DILWORTH-GLYNDON-FELTON,25,,,,,,,,,
14,Clay,60,FELTON CITY,2164,DILWORTH-GLYNDON-FELTON,94,,,,,,,,,
14,Clay,65,FELTON TWP,2164,DILWORTH-GLYNDON-FELTON,40,,,,,,,,,
14,Clay,65,FELTON TWP,2854,ADA-BORUP,13,,,,,,,,,
14,Clay,70,FLOWING TWP,2164,DILWORTH-GLYNDON-FELTON,59,,,,,,,,,
14,Clay,75,GEORGETOWN CITY,152,MOORHEAD,49,,,,,,,,,
14,Clay,80,GEORGETOWN TWP,152,MOORHEAD,66,,,,,,,,,
14,Clay,80,GEORGETOWN TWP,2164,DILWORTH-GLYNDON-FELTON,2,,,,,,,,,
14,Clay,80,GEORGETOWN TWP,2527,NORMAN COUNTY WEST,12,,,,,,,,,
14,Clay,85,GLYNDON CITY,2164,DILWORTH-GLYNDON-FELTON,744,,,,,,,,,
14,Clay,90,GLYNDON TWP,152,MOORHEAD,28,,,,,,,,,
14,Clay,90,GLYNDON TWP,2164,DILWORTH-GLYNDON-FELTON,199,,,,,,,,,
14,Clay,95,GOOSE PRAIRIE TWP,914,ULEN-HITTERDAL,122,,,,,,,,,
14,Clay,100,HAGEN TWP,2164,DILWORTH-GLYNDON-FELTON,8,,,,,,,,,
14,Clay,100,HAGEN TWP,914,ULEN-HITTERDAL,82,,,,,,,,,
14,Clay,105,HAWLEY CITY,150,HAWLEY,1302,,,,,,,,,
14,Clay,110,HAWLEY TWP,150,HAWLEY,338,,,,,,,,,
14,Clay,115,HIGHLAND GROVE TWP,150,HAWLEY,77,,,,,,,,,
14,Clay,115,HIGHLAND GROVE TWP,2889,LAKE PARK AUDUBON,16,,,,,,,,,
14,Clay,115,HIGHLAND GROVE TWP,914,ULEN-HITTERDAL,83,,,,,,,,,
14,Clay,120,HITTERDAL CITY,914,ULEN-HITTERDAL,128,,,,,,,,,
14,Clay,125,HOLY CROSS TWP,146,BARNESVILLE,73,,,,,,,,,
14,Clay,125,HOLY CROSS TWP,152,MOORHEAD,14,,,,,,,,,
14,Clay,130,HUMBOLDT TWP,146,BARNESVILLE,204,,,,,,,,,
14,Clay,135,KEENE TWP,150,HAWLEY,2,,,,,,,,,
14,Clay,135,KEENE TWP,2164,DILWORTH-GLYNDON-FELTON,2,,,,,,,,,
14,Clay,135,KEENE TWP,914,ULEN-HITTERDAL,81,,,,,,,,,
14,Clay,140,KRAGNES TWP,152,MOORHEAD,197,,,,,,,,,
14,Clay,145,KURTZ TWP,152,MOORHEAD,159,,,,,,,,,
14,Clay,150,MOLAND TWP,152,MOORHEAD,4,,,,,,,,,
14,Clay,150,MOLAND TWP,2164,DILWORTH-GLYNDON-FELTON,188,,,,,,,,,
14,Clay,155,MOORHEAD CITY W-1 P-1A,152,MOORHEAD,2545,,,,,,,,,
14,Clay,157,MOORHEAD CITY W-1 P-1B,152,MOORHEAD,902,,,,,,,,,
14,Clay,160,MOORHEAD CITY W-1 P-2,152,MOORHEAD,2372,,,,,,,,,
14,Clay,165,MOORHEAD CITY W-2 P-3,152,MOORHEAD,1664,,,,,,,,,
14,Clay,170,MOORHEAD CITY W-2 P-4,152,MOORHEAD,2902,,,,,,,,,
14,Clay,175,MOORHEAD CITY W-2 P-5A,152,MOORHEAD,257,,,,,,,,,
14,Clay,180,MOORHEAD CITY W-2 P-5B,152,MOORHEAD,703,,,,,,,,,
14,Clay,185,MOORHEAD CITY W-3 P-6A,152,MOORHEAD,216,,,,,,,,,
14,Clay,190,MOORHEAD CITY W-3 P-6B,152,MOORHEAD,1675,,,,,,,,,
14,Clay,195,MOORHEAD CITY W-3 P-7,152,MOORHEAD,1368,,,,,,,,,
14,Clay,200,MOORHEAD CITY W-3 P-8,152,MOORHEAD,2465,,,,,,,,,
14,Clay,205,MOORHEAD CITY W-4 P-9,152,MOORHEAD,1009,,,,,,,,,
14,Clay,210,MOORHEAD CITY W-4 P-10,152,MOORHEAD,1083,,,,,,,,,
14,Clay,212,MOORHEAD CITY W-4 P-11,152,MOORHEAD,2306,,,,,,,,,
14,Clay,214,MOORHEAD CITY W-4 P-12,152,MOORHEAD,2334,,,,,,,,,
14,Clay,215,MOORHEAD TWP P-1,152,MOORHEAD,110,,,,,,,,,
14,Clay,215,MOORHEAD TWP P-1,2164,DILWORTH-GLYNDON-FELTON,5,,,,,,,,,
14,Clay,217,MOORHEAD TWP P-2,152,MOORHEAD,2,,,,,,,,,
14,Clay,220,MORKEN TWP,152,MOORHEAD,7,,,,,,,,,
14,Clay,220,MORKEN TWP,2164,DILWORTH-GLYNDON-FELTON,116,,,,,,,,,
14,Clay,225,OAKPORT TWP,152,MOORHEAD,314,,,,,,,,,
14,Clay,230,PARKE TWP,146,BARNESVILLE,50,,,,,,,,,
14,Clay,230,PARKE TWP,150,HAWLEY,314,,,,,,,,,
14,Clay,230,PARKE TWP,2889,LAKE PARK AUDUBON,32,,,,,,,,,
14,Clay,235,RIVERTON TWP,150,HAWLEY,11,,,,,,,,,
14,Clay,235,RIVERTON TWP,2164,DILWORTH-GLYNDON-FELTON,282,,,,,,,,,
14,Clay,240,SABIN CITY,152,MOORHEAD,343,,,,,,,,,
14,Clay,245,SKREE TWP,146,BARNESVILLE,69,,,,,,,,,
14,Clay,245,SKREE TWP,150,HAWLEY,57,,,,,,,,,
14,Clay,250,SPRING PRAIRIE TWP,150,HAWLEY,6,,,,,,,,,
14,Clay,250,SPRING PRAIRIE TWP,2164,DILWORTH-GLYNDON-FELTON,144,,,,,,,,,
14,Clay,255,TANSEM TWP,146,BARNESVILLE,108,,,,,,,,,
14,Clay,255,TANSEM TWP,548,PELICAN RAPIDS,86,,,,,,,,,
14,Clay,260,ULEN CITY,914,ULEN-HITTERDAL,284,,,,,,,,,
14,Clay,265,ULEN TWP,914,ULEN-HITTERDAL,94,,,,,,,,,
14,Clay,270,VIDING TWP,2164,DILWORTH-GLYNDON-FELTON,40,,,,,,,,,
14,Clay,270,VIDING TWP,2854,ADA-BORUP,33,,,,,,,,,
15,Clearwater,5,BAGLEY CITY,162,BAGLEY,678,,,,,,,,,
15,Clearwater,10,BEAR CREEK TWP,162,BAGLEY,90,,,,,,,,,
15,Clearwater,15,CLEARBROOK CITY,2311,CLEARBROOK-GONVICK,309,,,,,,,,,
15,Clearwater,20,CLOVER TWP,2311,CLEARBROOK-GONVICK,63,,,,,,,,,
15,Clearwater,25,COPLEY TWP,162,BAGLEY,549,,,,,,,,,
15,Clearwater,30,DUDLEY TWP,162,BAGLEY,140,,,,,,,,,
15,Clearwater,30,DUDLEY TWP,2311,CLEARBROOK-GONVICK,99,,,,,,,,,
15,Clearwater,35,EDDY TWP,162,BAGLEY,62,,,,,,,,,
15,Clearwater,35,EDDY TWP,2311,CLEARBROOK-GONVICK,134,,,,,,,,,
15,Clearwater,40,FALK TWP,162,BAGLEY,144,,,,,,,,,
15,Clearwater,45,GONVICK CITY,2311,CLEARBROOK-GONVICK,150,,,,,,,,,
15,Clearwater,50,GREENWOOD TWP,2311,CLEARBROOK-GONVICK,52,,,,,,,,,
15,Clearwater,55,HANGAARD TWP,2311,CLEARBROOK-GONVICK,3,,,,,,,,,
15,Clearwater,56,RED LAKE RESERVATION,38,RED LAKE,17,,,,,,,,,
15,Clearwater,60,HOLST TWP,162,BAGLEY,106,,,,,,,,,
15,Clearwater,60,HOLST TWP,2311,CLEARBROOK-GONVICK,121,,,,,,,,,
15,Clearwater,65,ITASCA TWP,162,BAGLEY,102,,,,,,,,,
15,Clearwater,70,LA PRAIRIE TWP,162,BAGLEY,218,,,,,,,,,
15,Clearwater,75,LEON TWP,2311,CLEARBROOK-GONVICK,224,,,,,,,,,
15,Clearwater,80,LEONARD CITY,2311,CLEARBROOK-GONVICK,19,,,,,,,,,
15,Clearwater,85,MINERVA TWP,162,BAGLEY,165,,,,,,,,,
15,Clearwater,90,MOOSE CREEK TWP,162,BAGLEY,177,,,,,,,,,
15,Clearwater,95,NORA TWP,162,BAGLEY,303,,,,,,,,,
15,Clearwater,100,PINE LAKE TWP,2311,CLEARBROOK-GONVICK,228,,,,,,,,,
15,Clearwater,105,POPPLE TWP,162,BAGLEY,323,,,,,,,,,
15,Clearwater,110,RICE TWP,162,BAGLEY,111,,,,,,,,,
15,Clearwater,115,SHEVLIN CITY,162,BAGLEY,81,,,,,,,,,
15,Clearwater,120,SHEVLIN TWP,162,BAGLEY,300,,,,,,,,,
15,Clearwater,125,SINCLAIR TWP,2311,CLEARBROOK-GONVICK,114,,,,,,,,,
15,Clearwater,130,WINSOR TWP,2311,CLEARBROOK-GONVICK,67,,,,,,,,,
15,Clearwater,135,S. CLEARWATER 143-36,162,BAGLEY,4,,,,,,,,,
15,Clearwater,140,LONG LOST LAKE TWP,162,BAGLEY,36,,,,,,,,,
16,Cook,5,COLVILL PREC 3,166,COOK COUNTY,238,,,,,,,,,
16,Cook,10,GRAND MARAIS EAST PREC 5,166,COOK COUNTY,515,,,,,,,,,
16,Cook,15,GRAND MARAIS WEST PREC 6,166,COOK COUNTY,453,,,,,,,,,
16,Cook,20,GRAND PORTAGE PREC 1,166,COOK COUNTY,240,,,,,,,,,
16,Cook,25,HOVLAND PREC 2,166,COOK COUNTY,261,,,,,,,,,
16,Cook,30,CASCADE PREC 7,166,COOK COUNTY,416,,,,,,,,,
16,Cook,35,LUTSEN PREC 10,166,COOK COUNTY,399,,,,,,,,,
16,Cook,40,GUNFLINT TRAIL PREC 8,166,COOK COUNTY,408,,,,,,,,,
16,Cook,45,SCHROEDER TWP PREC 12,166,COOK COUNTY,132,,,,,,,,,
16,Cook,50,TOFTE TWP PREC 11,166,COOK COUNTY,185,,,,,,,,,
16,Cook,55,CROFTVILLE PREC 4,166,COOK COUNTY,168,,,,,,,,,
16,Cook,60,PIKE LAKE PREC 9,166,COOK COUNTY,135,,,,,,,,,
16,Cook,65,MAPLE HILL PREC 8A,166,COOK COUNTY,540,,,,,,,,,
17,Cottonwood,5,AMBOY TWP,2884,RED ROCK CENTRAL,101,,,,,,,,,
17,Cottonwood,10,AMO TWP,177,WINDOM,22,,,,,,,,,
17,Cottonwood,10,AMO TWP,2884,RED ROCK CENTRAL,2,,,,,,,,,
17,Cottonwood,10,AMO TWP,2884,RED ROCK CENTRAL,62,,,,,,,,,
17,Cottonwood,15,ANN TWP,2884,RED ROCK CENTRAL,12,,,,,,,,,
17,Cottonwood,15,ANN TWP,2898,WESTBROOK-WALNUT GROVE,97,,,,,,,,,
17,Cottonwood,20,BINGHAM LAKE,177,WINDOM,76,,,,,,,,,
17,Cottonwood,25,CARSON TWP,173,MOUNTAIN LAKE,180,,,,,,,,,
17,Cottonwood,25,CARSON TWP,177,WINDOM,2,,,,,,,,,
17,Cottonwood,25,CARSON TWP,2884,RED ROCK CENTRAL,5,,,,,,,,,
17,Cottonwood,30,COMFREY,81,COMFREY,8,,,,,,,,,
17,Cottonwood,35,DALE TWP,177,WINDOM,76,,,,,,,,,
17,Cottonwood,35,DALE TWP,2884,RED ROCK CENTRAL,29,,,,,,,,,
17,Cottonwood,40,DELTON TWP,173,MOUNTAIN LAKE,9,,,,,,,,,
17,Cottonwood,40,DELTON TWP,2884,RED ROCK CENTRAL,48,,,,,,,,,
17,Cottonwood,40,DELTON TWP,81,COMFREY,26,,,,,,,,,
17,Cottonwood,45,GERMANTOWN TWP P-1,2884,RED ROCK CENTRAL,76,,,,,,,,,
17,Cottonwood,47,GERMANTOWN TWP P-2,2884,RED ROCK CENTRAL,54,,,,,,,,,
17,Cottonwood,50,GREAT BEND TWP,177,WINDOM,224,,,,,,,,,
17,Cottonwood,55,HIGHWATER TWP,2884,RED ROCK CENTRAL,109,,,,,,,,,
17,Cottonwood,60,JEFFERS,2884,RED ROCK CENTRAL,186,,,,,,,,,
17,Cottonwood,65,LAKESIDE TWP,173,MOUNTAIN LAKE,19,,,,,,,,,
17,Cottonwood,65,LAKESIDE TWP,177,WINDOM,160,,,,,,,,,
17,Cottonwood,70,MIDWAY TWP,173,MOUNTAIN LAKE,181,,,,,,,,,
17,Cottonwood,70,MIDWAY TWP,836,BUTTERFIELD,1,,,,,,,,,
17,Cottonwood,75,MOUNTAIN LAKE P-1,173,MOUNTAIN LAKE,1070,,,,,,,,,
17,Cottonwood,85,MOUNTAIN LAKE TWP,173,MOUNTAIN LAKE,153,,,,,,,,,
17,Cottonwood,85,MOUNTAIN LAKE TWP,177,WINDOM,2,,,,,,,,,
17,Cottonwood,90,ROSEHILL TWP,2884,RED ROCK CENTRAL,5,,,,,,,,,
17,Cottonwood,90,ROSEHILL TWP,2898,WESTBROOK-WALNUT GROVE,85,,,,,,,,,
17,Cottonwood,95,SELMA TWP,173,MOUNTAIN LAKE,19,,,,,,,,,
17,Cottonwood,95,SELMA TWP,81,COMFREY,105,,,,,,,,,
17,Cottonwood,100,SOUTHBROOK TWP,177,WINDOM,1,,,,,,,,,
17,Cottonwood,100,SOUTHBROOK TWP,2884,RED ROCK CENTRAL,1,,,,,,,,,
17,Cottonwood,100,SOUTHBROOK TWP,2898,WESTBROOK-WALNUT GROVE,21,,,,,,,,,
17,Cottonwood,100,SOUTHBROOK TWP,330,HERON LAKE-OKABENA,23,,,,,,,,,
17,Cottonwood,100,SOUTHBROOK TWP,505,FULDA,6,,,,,,,,,
17,Cottonwood,105,SPRINGFIELD TWP,177,WINDOM,61,,,,,,,,,
17,Cottonwood,105,SPRINGFIELD TWP,2884,RED ROCK CENTRAL,7,,,,,,,,,
17,Cottonwood,105,SPRINGFIELD TWP,330,HERON LAKE-OKABENA,12,,,,,,,,,
17,Cottonwood,110,STORDEN,2884,RED ROCK CENTRAL,142,,,,,,,,,
17,Cottonwood,115,STORDEN TWP,2884,RED ROCK CENTRAL,124,,,,,,,,,
17,Cottonwood,120,WESTBROOK,2898,WESTBROOK-WALNUT GROVE,444,,,,,,,,,
17,Cottonwood,125,WESTBROOK TWP,2884,RED ROCK CENTRAL,12,,,,,,,,,
17,Cottonwood,125,WESTBROOK TWP,2898,WESTBROOK-WALNUT GROVE,140,,,,,,,,,
17,Cottonwood,130,WINDOM W-1 P-1,177,WINDOM,601,,,,,,,,,
17,Cottonwood,135,WINDOM W-1 P-2,177,WINDOM,791,,,,,,,,,
17,Cottonwood,140,WINDOM W-2 P-1,177,WINDOM,513,,,,,,,,,
17,Cottonwood,145,WINDOM W-2 P-2,177,WINDOM,572,,,,,,,,,
18,Crow Wing,5,BAXTER P1E,181,BRAINERD,2331,,,,,,,,,
18,Crow Wing,6,BAXTER P1W,181,BRAINERD,1289,,,,,,,,,
18,Crow Wing,7,BAXTER P2E,181,BRAINERD,1267,,,,,,,,,
18,Crow Wing,8,BAXTER P2W,181,BRAINERD,1078,,,,,,,,,
18,Crow Wing,10,BAY LAKE TWP,181,BRAINERD,264,,,,,,,,,
18,Crow Wing,10,BAY LAKE TWP,182,CROSBY-IRONTON,504,,,,,,,,,
18,Crow Wing,15,BRAINERD W-1 P-1,181,BRAINERD,797,,,,,,,,,
18,Crow Wing,16,BRAINERD W-1 P-2,181,BRAINERD,1213,,,,,,,,,
18,Crow Wing,20,BRAINERD W-2 P-1,181,BRAINERD,1169,,,,,,,,,
18,Crow Wing,25,BRAINERD W-2 P-2,181,BRAINERD,841,,,,,,,,,
18,Crow Wing,35,BRAINERD W-3 P-1,181,BRAINERD,842,,,,,,,,,
18,Crow Wing,40,BRAINERD W-3 P-2,181,BRAINERD,1052,,,,,,,,,
18,Crow Wing,42,BRAINERD W-3 P-3,181,BRAINERD,8,,,,,,,,,
18,Crow Wing,45,BRAINERD W-4 P-1,181,BRAINERD,1080,,,,,,,,,
18,Crow Wing,50,BRAINERD W-4 P-2,181,BRAINERD,810,,,,,,,,,
18,Crow Wing,55,BREEZY POINT CITY,186,PEQUOT LAKES,1981,,,,,,,,,
18,Crow Wing,60,CENTER TWP,181,BRAINERD,453,,,,,,,,,
18,Crow Wing,60,CENTER TWP,182,CROSBY-IRONTON,300,,,,,,,,,
18,Crow Wing,65,CROSBY CITY,182,CROSBY-IRONTON,1372,,,,,,,,,
18,Crow Wing,75,CROSSLAKE CITY,182,CROSBY-IRONTON,12,,,,,,,,,
18,Crow Wing,75,CROSSLAKE CITY,186,PEQUOT LAKES,1922,,,,,,,,,
18,Crow Wing,75,CROSSLAKE CITY,2174,PINE RIVER-BACKUS,79,,,,,,,,,
18,Crow Wing,80,CROW WING TWP P-1,181,BRAINERD,1381,,,,,,,,,
18,Crow Wing,82,CROW WING TWP P-2,181,BRAINERD,8,,,,,,,,,
18,Crow Wing,85,CUYUNA CITY,182,CROSBY-IRONTON,194,,,,,,,,,
18,Crow Wing,90,DAGGETT BROOK TWP,181,BRAINERD,358,,,,,,,,,
18,Crow Wing,90,DAGGETT BROOK TWP,484,PIERZ,3,,,,,,,,,
18,Crow Wing,95,WHITE PRECINCT,181,BRAINERD,1118,,,,,,,,,
18,Crow Wing,100,DEAN LAKE PREC,1,AITKIN,85,,,,,,,,,
18,Crow Wing,105,DEERWOOD CITY,182,CROSBY-IRONTON,294,,,,,,,,,
18,Crow Wing,110,DEERWOOD TWP,1,AITKIN,2,,,,,,,,,
18,Crow Wing,110,DEERWOOD TWP,182,CROSBY-IRONTON,1021,,,,,,,,,
18,Crow Wing,115,EMILY CITY,182,CROSBY-IRONTON,697,,,,,,,,,
18,Crow Wing,120,FAIRFIELD TWP,182,CROSBY-IRONTON,238,,,,,,,,,
18,Crow Wing,120,FAIRFIELD TWP,186,PEQUOT LAKES,45,,,,,,,,,
18,Crow Wing,125,FIFTY LAKES CITY,2174,PINE RIVER-BACKUS,412,,,,,,,,,
18,Crow Wing,130,FORT RIPLEY CITY,181,BRAINERD,53,,,,,,,,,
18,Crow Wing,135,FORT RIPLEY TWP,181,BRAINERD,706,,,,,,,,,
18,Crow Wing,140,GAIL LAKE TWP,2174,PINE RIVER-BACKUS,59,,,,,,,,,
18,Crow Wing,145,GARRISON CITY,181,BRAINERD,117,,,,,,,,,
18,Crow Wing,150,GARRISON TWP,181,BRAINERD,467,,,,,,,,,
18,Crow Wing,150,GARRISON TWP,480,ONAMIA,195,,,,,,,,,
18,Crow Wing,155,IDEAL TWP,186,PEQUOT LAKES,858,,,,,,,,,
18,Crow Wing,155,IDEAL TWP,2174,PINE RIVER-BACKUS,149,,,,,,,,,
18,Crow Wing,160,IRONDALE TWP.,182,CROSBY-IRONTON,836,,,,,,,,,
18,Crow Wing,165,RIVERTON CITY,182,CROSBY-IRONTON,75,,,,,,,,,
18,Crow Wing,170,IRONTON CITY,182,CROSBY-IRONTON,341,,,,,,,,,
18,Crow Wing,175,JENKINS CITY,186,PEQUOT LAKES,275,,,,,,,,,
18,Crow Wing,180,JENKINS TWP,186,PEQUOT LAKES,275,,,,,,,,,
18,Crow Wing,180,JENKINS TWP,2174,PINE RIVER-BACKUS,68,,,,,,,,,
18,Crow Wing,185,BLUE PRECINCT,181,BRAINERD,1618,,,,,,,,,
18,Crow Wing,190,LAKE EDWARD TWP,181,BRAINERD,1254,,,,,,,,,
18,Crow Wing,190,LAKE EDWARD TWP,182,CROSBY-IRONTON,175,,,,,,,,,
18,Crow Wing,190,LAKE EDWARD TWP,186,PEQUOT LAKES,182,,,,,,,,,
18,Crow Wing,195,LITTLE PINE TWP,182,CROSBY-IRONTON,62,,,,,,,,,
18,Crow Wing,200,LONG LAKE TWP,181,BRAINERD,765,,,,,,,,,
18,Crow Wing,205,MANHATTAN BEACH CITY,2174,PINE RIVER-BACKUS,53,,,,,,,,,
18,Crow Wing,210,MAPLE GROVE TWP,181,BRAINERD,543,,,,,,,,,
18,Crow Wing,215,MISSION TWP,182,CROSBY-IRONTON,639,,,,,,,,,
18,Crow Wing,215,MISSION TWP,186,PEQUOT LAKES,14,,,,,,,,,
18,Crow Wing,220,NISSWA CITY,181,BRAINERD,1453,,,,,,,,,
18,Crow Wing,220,NISSWA CITY,186,PEQUOT LAKES,164,,,,,,,,,
18,Crow Wing,225,NOKAY LAKE TWP,181,BRAINERD,597,,,,,,,,,
18,Crow Wing,225,NOKAY LAKE TWP,182,CROSBY-IRONTON,10,,,,,,,,,
18,Crow Wing,230,OAK LAWN TWP,181,BRAINERD,1105,,,,,,,,,
18,Crow Wing,230,OAK LAWN TWP,182,CROSBY-IRONTON,20,,,,,,,,,
18,Crow Wing,235,PELICAN TWP,182,CROSBY-IRONTON,77,,,,,,,,,
18,Crow Wing,235,PELICAN TWP,186,PEQUOT LAKES,318,,,,,,,,,
18,Crow Wing,240,PEQUOT LAKES CITY,186,PEQUOT LAKES,1581,,,,,,,,,
18,Crow Wing,245,PERRY LAKE TWP,182,CROSBY-IRONTON,214,,,,,,,,,
18,Crow Wing,250,PLATTE LAKE TWP,181,BRAINERD,207,,,,,,,,,
18,Crow Wing,250,PLATTE LAKE TWP,484,PIERZ,4,,,,,,,,,
18,Crow Wing,255,RABBIT LAKE TWP,1,AITKIN,142,,,,,,,,,
18,Crow Wing,255,RABBIT LAKE TWP,182,CROSBY-IRONTON,109,,,,,,,,,
18,Crow Wing,260,ROOSEVELT TWP,181,BRAINERD,175,,,,,,,,,
18,Crow Wing,260,ROOSEVELT TWP,480,ONAMIA,217,,,,,,,,,
18,Crow Wing,265,ROSS LAKE TWP,1,AITKIN,138,,,,,,,,,
18,Crow Wing,265,ROSS LAKE TWP,182,CROSBY-IRONTON,16,,,,,,,,,
18,Crow Wing,275,ST MATHIAS TWP,181,BRAINERD,390,,,,,,,,,
18,Crow Wing,275,ST MATHIAS TWP,482,LITTLE FALLS,3,,,,,,,,,
18,Crow Wing,280,TIMOTHY TWP,2174,PINE RIVER-BACKUS,129,,,,,,,,,
18,Crow Wing,285,TROMMALD CITY,182,CROSBY-IRONTON,65,,,,,,,,,
18,Crow Wing,290,WOLFORD TWP,182,CROSBY-IRONTON,302,,,,,,,,,
18,Crow Wing,295,RED PRECINCT,181,BRAINERD,1283,,,,,,,,,
19,Dakota,1010,APPLE VALLEY P-01,196,ROSEMOUNT-APPLE VALLEY-EAGAN,1811,,,,,,,,,
19,Dakota,1020,APPLE VALLEY P-02,196,ROSEMOUNT-APPLE VALLEY-EAGAN,1967,,,,,,,,,
19,Dakota,1030,APPLE VALLEY P-03,196,ROSEMOUNT-APPLE VALLEY-EAGAN,1671,,,,,,,,,
19,Dakota,1040,APPLE VALLEY P-04,196,ROSEMOUNT-APPLE VALLEY-EAGAN,2169,,,,,,,,,
19,Dakota,1050,APPLE VALLEY P-5A,191,BURNSVILLE,264,,,,,,,,,
19,Dakota,1050,APPLE VALLEY P-5A,196,ROSEMOUNT-APPLE VALLEY-EAGAN,1647,,,,,,,,,
19,Dakota,1055,APPLE VALLEY P-5B,196,ROSEMOUNT-APPLE VALLEY-EAGAN,2903,,,,,,,,,
19,Dakota,1060,APPLE VALLEY P-06,196,ROSEMOUNT-APPLE VALLEY-EAGAN,1593,,,,,,,,,
19,Dakota,1070,APPLE VALLEY P-07,196,ROSEMOUNT-APPLE VALLEY-EAGAN,2539,,,,,,,,,
19,Dakota,1080,APPLE VALLEY P-08,196,ROSEMOUNT-APPLE VALLEY-EAGAN,2364,,,,,,,,,
19,Dakota,1090,APPLE VALLEY P-09,196,ROSEMOUNT-APPLE VALLEY-EAGAN,2199,,,,,,,,,
19,Dakota,1100,APPLE VALLEY P-10,196,ROSEMOUNT-APPLE VALLEY-EAGAN,2104,,,,,,,,,
19,Dakota,1110,APPLE VALLEY P-11,196,ROSEMOUNT-APPLE VALLEY-EAGAN,2339,,,,,,,,,
19,Dakota,1120,APPLE VALLEY P-12,196,ROSEMOUNT-APPLE VALLEY-EAGAN,2800,,,,,,,,,
19,Dakota,1130,APPLE VALLEY P-13,196,ROSEMOUNT-APPLE VALLEY-EAGAN,3130,,,,,,,,,
19,Dakota,1140,APPLE VALLEY P-14,196,ROSEMOUNT-APPLE VALLEY-EAGAN,2925,,,,,,,,,
19,Dakota,1150,APPLE VALLEY P-15,196,ROSEMOUNT-APPLE VALLEY-EAGAN,2010,,,,,,,,,
19,Dakota,1210,BURNSVILLE P-01,191,BURNSVILLE,2485,,,,,,,,,
19,Dakota,1220,BURNSVILLE P-02,191,BURNSVILLE,2130,,,,,,,,,
19,Dakota,1230,BURNSVILLE P-03,191,BURNSVILLE,2023,,,,,,,,,
19,Dakota,1240,BURNSVILLE P-04,191,BURNSVILLE,2793,,,,,,,,,
19,Dakota,1250,BURNSVILLE P-05,191,BURNSVILLE,1704,,,,,,,,,
19,Dakota,1260,BURNSVILLE P-06,191,BURNSVILLE,2379,,,,,,,,,
19,Dakota,1270,BURNSVILLE P-07,191,BURNSVILLE,2021,,,,,,,,,
19,Dakota,1280,BURNSVILLE P-08,191,BURNSVILLE,3126,,,,,,,,,
19,Dakota,1280,BURNSVILLE P-08,196,ROSEMOUNT-APPLE VALLEY-EAGAN,68,,,,,,,,,
19,Dakota,1290,BURNSVILLE P-09,191,BURNSVILLE,1628,,,,,,,,,
19,Dakota,1290,BURNSVILLE P-09,196,ROSEMOUNT-APPLE VALLEY-EAGAN,63,,,,,,,,,
19,Dakota,1300,BURNSVILLE P-10,191,BURNSVILLE,2346,,,,,,,,,
19,Dakota,1300,BURNSVILLE P-10,196,ROSEMOUNT-APPLE VALLEY-EAGAN,14,,,,,,,,,
19,Dakota,1310,BURNSVILLE P-11,191,BURNSVILLE,1727,,,,,,,,,
19,Dakota,1310,BURNSVILLE P-11,194,LAKEVILLE,687,,,,,,,,,
19,Dakota,1320,BURNSVILLE P-12,191,BURNSVILLE,915,,,,,,,,,
19,Dakota,1320,BURNSVILLE P-12,196,ROSEMOUNT-APPLE VALLEY-EAGAN,967,,,,,,,,,
19,Dakota,1330,BURNSVILLE P-13,196,ROSEMOUNT-APPLE VALLEY-EAGAN,2744,,,,,,,,,
19,Dakota,1340,BURNSVILLE P-14,191,BURNSVILLE,10,,,,,,,,,
19,Dakota,1340,BURNSVILLE P-14,196,ROSEMOUNT-APPLE VALLEY-EAGAN,2378,,,,,,,,,
