County ID,County Name,Precinct Code,Precinct Name,School District Code,School District Name,Number of Registered Voters,,,,,,,,,
47,Meeker,60,EDEN VALLEY,463,EDEN VALLEY-WATKINS,300,,,,,,,,,
47,Meeker,65,ELLSWORTH TWP.,423,HUTCHINSON,136,,,,,,,,,
47,Meeker,65,ELLSWORTH TWP.,465,LITCHFIELD,415,,,,,,,,,
47,Meeker,65,ELLSWORTH TWP.,466,DASSEL-COKATO,109,,,,,,,,,
47,Meeker,70,FOREST CITY TWP.,465,LITCHFIELD,456,,,,,,,,,
47,Meeker,75,FOREST PRAIRIE TWP.,463,EDEN VALLEY-WATKINS,368,,,,,,,,,
47,Meeker,75,FOREST PRAIRIE TWP.,465,LITCHFIELD,85,,,,,,,,,
47,Meeker,75,FOREST PRAIRIE TWP.,739,KIMBALL,178,,,,,,,,,
47,Meeker,80,GREENLEAF TWP.,2396,ATWATER-COSMOS-GROVE CITY,6,,,,,,,,,
47,Meeker,80,GREENLEAF TWP.,465,LITCHFIELD,516,,,,,,,,,
47,Meeker,85,GROVE CITY,2396,ATWATER-COSMOS-GROVE CITY,331,,,,,,,,,
47,Meeker,90,HARVEY TWP.,2396,ATWATER-COSMOS-GROVE CITY,10,,,,,,,,,
47,Meeker,90,HARVEY TWP.,465,LITCHFIELD,228,,,,,,,,,
47,Meeker,95,KINGSTON,465,LITCHFIELD,97,,,,,,,,,
47,Meeker,100,KINGSTON TWP.,465,LITCHFIELD,272,,,,,,,,,
47,Meeker,100,KINGSTON TWP.,466,DASSEL-COKATO,149,,,,,,,,,
47,Meeker,100,KINGSTON TWP.,739,KIMBALL,420,,,,,,,,,
47,Meeker,100,KINGSTON TWP.,876,ANNANDALE,11,,,,,,,,,
47,Meeker,105,LITCHFIELD W-1,465,LITCHFIELD,835,,,,,,,,,
47,Meeker,110,LITCHFIELD W-2,465,LITCHFIELD,827,,,,,,,,,
47,Meeker,115,LITCHFIELD W-3,465,LITCHFIELD,686,,,,,,,,,
47,Meeker,120,LITCHFIELD W-4,465,LITCHFIELD,763,,,,,,,,,
47,Meeker,125,LITCHFIELD W-5,465,LITCHFIELD,641,,,,,,,,,
47,Meeker,130,LITCHFIELD TWP.,2396,ATWATER-COSMOS-GROVE CITY,6,,,,,,,,,
47,Meeker,130,LITCHFIELD TWP.,465,LITCHFIELD,610,,,,,,,,,
47,Meeker,135,MANANNAH TWP.,2396,ATWATER-COSMOS-GROVE CITY,7,,,,,,,,,
47,Meeker,135,MANANNAH TWP.,463,EDEN VALLEY-WATKINS,257,,,,,,,,,
47,Meeker,135,MANANNAH TWP.,465,LITCHFIELD,71,,,,,,,,,
47,Meeker,135,MANANNAH TWP.,741,PAYNESVILLE,6,,,,,,,,,
47,Meeker,140,SWEDE GROVE TWP.,2396,ATWATER-COSMOS-GROVE CITY,220,,,,,,,,,
47,Meeker,145,UNION GROVE TWP.,2396,ATWATER-COSMOS-GROVE CITY,88,,,,,,,,,
47,Meeker,145,UNION GROVE TWP.,463,EDEN VALLEY-WATKINS,1,,,,,,,,,
47,Meeker,145,UNION GROVE TWP.,741,PAYNESVILLE,343,,,,,,,,,
47,Meeker,150,WATKINS,463,EDEN VALLEY-WATKINS,546,,,,,,,,,
48,Mille Lacs,5,BOCK,912,MILACA,45,,,,,,,,,
48,Mille Lacs,10,BOGUS BROOK TWP.,477,PRINCETON,311,,,,,,,,,
48,Mille Lacs,10,BOGUS BROOK TWP.,912,MILACA,621,,,,,,,,,
48,Mille Lacs,15,BORGHOLM TWP.,912,MILACA,1107,,,,,,,,,
48,Mille Lacs,20,BRADBURY TWP.,480,ONAMIA,119,,,,,,,,,
48,Mille Lacs,25,DAILEY TWP.,480,ONAMIA,84,,,,,,,,,
48,Mille Lacs,25,DAILEY TWP.,912,MILACA,61,,,,,,,,,
48,Mille Lacs,30,EAST SIDE TWP.,473,ISLE,484,,,,,,,,,
48,Mille Lacs,35,FORESTON,912,MILACA,325,,,,,,,,,
48,Mille Lacs,40,GREENBUSH TWP.,477,PRINCETON,801,,,,,,,,,
48,Mille Lacs,40,GREENBUSH TWP.,912,MILACA,20,,,,,,,,,
48,Mille Lacs,45,HAYLAND TWP.,333,OGILVIE,16,,,,,,,,,
48,Mille Lacs,45,HAYLAND TWP.,912,MILACA,323,,,,,,,,,
48,Mille Lacs,50,ISLE,473,ISLE,529,,,,,,,,,
48,Mille Lacs,55,ISLE HARBOR TWP.,473,ISLE,388,,,,,,,,,
48,Mille Lacs,60,KATHIO TWP.,480,ONAMIA,790,,,,,,,,,
48,Mille Lacs,65,LEWIS TWP.,473,ISLE,29,,,,,,,,,
48,Mille Lacs,70,MILACA,912,MILACA,1786,,,,,,,,,
48,Mille Lacs,75,MILACA TWP.,912,MILACA,1096,,,,,,,,,
48,Mille Lacs,80,MILO TWP.,477,PRINCETON,97,,,,,,,,,
48,Mille Lacs,80,MILO TWP.,912,MILACA,898,,,,,,,,,
48,Mille Lacs,85,MUDGETT TWP.,333,OGILVIE,25,,,,,,,,,
48,Mille Lacs,85,MUDGETT TWP.,480,ONAMIA,32,,,,,,,,,
48,Mille Lacs,90,ONAMIA,480,ONAMIA,404,,,,,,,,,
48,Mille Lacs,95,ONAMIA TWP.,480,ONAMIA,340,,,,,,,,,
48,Mille Lacs,100,PAGE TWP.,912,MILACA,522,,,,,,,,,
48,Mille Lacs,105,PEASE,912,MILACA,130,,,,,,,,,
48,Mille Lacs,110,PRINCETON,477,PRINCETON,2785,,,,,,,,,
48,Mille Lacs,115,PRINCETON TWP.,477,PRINCETON,1484,,,,,,,,,
48,Mille Lacs,120,SOUTH HARBOR TWP.,480,ONAMIA,572,,,,,,,,,
48,Mille Lacs,125,WAHKON,473,ISLE,180,,,,,,,,,
49,Morrison,5,AGRAM TOWNSHIP,482,LITTLE FALLS,20,,,,,,,,,
49,Morrison,5,AGRAM TOWNSHIP,484,PIERZ,377,,,,,,,,,
49,Morrison,10,BELLE PRAIRIE TOWNSHIP,482,LITTLE FALLS,462,,,,,,,,,
49,Morrison,10,BELLE PRAIRIE TOWNSHIP,484,PIERZ,4,,,,,,,,,
49,Morrison,15,BELLEVUE TOWNSHIP,482,LITTLE FALLS,75,,,,,,,,,
49,Morrison,15,BELLEVUE TOWNSHIP,485,ROYALTON,750,,,,,,,,,
49,Morrison,20,BOWLUS,485,ROYALTON,153,,,,,,,,,
49,Morrison,25,BUCKMAN,484,PIERZ,175,,,,,,,,,
49,Morrison,30,BUCKMAN TOWNSHIP,484,PIERZ,263,,,,,,,,,
49,Morrison,30,BUCKMAN TOWNSHIP,485,ROYALTON,166,,,,,,,,,
49,Morrison,35,BUH TOWNSHIP,482,LITTLE FALLS,37,,,,,,,,,
49,Morrison,35,BUH TOWNSHIP,484,PIERZ,321,,,,,,,,,
49,Morrison,45,CULDRUM TOWNSHIP,482,LITTLE FALLS,137,,,,,,,,,
49,Morrison,45,CULDRUM TOWNSHIP,486,SWANVILLE,155,,,,,,,,,
49,Morrison,50,CUSHING TOWNSHIP,116,PILLAGER,5,,,,,,,,,
49,Morrison,50,CUSHING TOWNSHIP,2170,STAPLES-MOTLEY,4,,,,,,,,,
49,Morrison,50,CUSHING TOWNSHIP,482,LITTLE FALLS,486,,,,,,,,,
49,Morrison,55,DARLING TOWNSHIP,482,LITTLE FALLS,372,,,,,,,,,
49,Morrison,60,ELMDALE,487,UPSALA,79,,,,,,,,,
49,Morrison,65,ELMDALE TOWNSHIP,2753,LONG PRAIRIE-GREY EAGLE,20,,,,,,,,,
49,Morrison,65,ELMDALE TOWNSHIP,482,LITTLE FALLS,3,,,,,,,,,
49,Morrison,65,ELMDALE TOWNSHIP,487,UPSALA,667,,,,,,,,,
49,Morrison,65,ELMDALE TOWNSHIP,738,HOLDINGFORD,5,,,,,,,,,
49,Morrison,65,ELMDALE TOWNSHIP,740,MELROSE,4,,,,,,,,,
49,Morrison,70,FLENSBURG,482,LITTLE FALLS,149,,,,,,,,,
49,Morrison,70,FLENSBURG,486,SWANVILLE,2,,,,,,,,,
49,Morrison,75,GENOLA,484,PIERZ,35,,,,,,,,,
49,Morrison,80,GRANITE TOWNSHIP,480,ONAMIA,29,,,,,,,,,
49,Morrison,80,GRANITE TOWNSHIP,484,PIERZ,286,,,,,,,,,
49,Morrison,85,GREEN PRAIRIE TOWNSHIP,482,LITTLE FALLS,510,,,,,,,,,
49,Morrison,90,HARDING,484,PIERZ,70,,,,,,,,,
49,Morrison,95,HILLMAN,480,ONAMIA,21,,,,,,,,,
49,Morrison,100,HILLMAN TOWNSHIP,484,PIERZ,123,,,,,,,,,
49,Morrison,100,HILLMAN TOWNSHIP,51,FOLEY,6,,,,,,,,,
49,Morrison,105,LAKIN TOWNSHIP,51,FOLEY,48,,,,,,,,,
49,Morrison,105,LAKIN TOWNSHIP,912,MILACA,241,,,,,,,,,
49,Morrison,110,LASTRUP,484,PIERZ,69,,,,,,,,,
49,Morrison,115,LEIGH TOWNSHIP,480,ONAMIA,141,,,,,,,,,
49,Morrison,120,LITTLE FALLS W-1,482,LITTLE FALLS,1538,,,,,,,,,
49,Morrison,125,LITTLE FALLS W-2,482,LITTLE FALLS,2335,,,,,,,,,
49,Morrison,130,LITTLE FALLS W-3,482,LITTLE FALLS,1333,,,,,,,,,
49,Morrison,135,LITTLE FALLS TOWNSHIP,482,LITTLE FALLS,1108,,,,,,,,,
49,Morrison,140,MORRILL TOWNSHIP,484,PIERZ,54,,,,,,,,,
49,Morrison,140,MORRILL TOWNSHIP,485,ROYALTON,72,,,,,,,,,
49,Morrison,140,MORRILL TOWNSHIP,51,FOLEY,324,,,,,,,,,
49,Morrison,140,MORRILL TOWNSHIP,912,MILACA,3,,,,,,,,,
49,Morrison,145,MOTLEY,2170,STAPLES-MOTLEY,364,,,,,,,,,
49,Morrison,150,MOTLEY TOWNSHIP,116,PILLAGER,26,,,,,,,,,
49,Morrison,150,MOTLEY TOWNSHIP,2170,STAPLES-MOTLEY,133,,,,,,,,,
49,Morrison,155,MOUNT MORRIS TOWNSHIP,480,ONAMIA,6,,,,,,,,,
49,Morrison,155,MOUNT MORRIS TOWNSHIP,484,PIERZ,5,,,,,,,,,
49,Morrison,155,MOUNT MORRIS TOWNSHIP,912,MILACA,46,,,,,,,,,
49,Morrison,160,PARKER TOWNSHIP,482,LITTLE FALLS,267,,,,,,,,,
49,Morrison,160,PARKER TOWNSHIP,486,SWANVILLE,9,,,,,,,,,
49,Morrison,165,PIERZ,484,PIERZ,841,,,,,,,,,
49,Morrison,170,PIERZ TOWNSHIP,484,PIERZ,363,,,,,,,,,
49,Morrison,175,PIKE CREEK TOWNSHIP,482,LITTLE FALLS,646,,,,,,,,,
49,Morrison,180,PLATTE TOWNSHIP,181,BRAINERD,1,,,,,,,,,
49,Morrison,180,PLATTE TOWNSHIP,482,LITTLE FALLS,53,,,,,,,,,
49,Morrison,180,PLATTE TOWNSHIP,484,PIERZ,175,,,,,,,,,
49,Morrison,185,PULASKI TOWNSHIP,480,ONAMIA,6,,,,,,,,,
49,Morrison,185,PULASKI TOWNSHIP,484,PIERZ,187,,,,,,,,,
49,Morrison,195,RANDALL,482,LITTLE FALLS,378,,,,,,,,,
49,Morrison,200,RICHARDSON TOWNSHIP,480,ONAMIA,373,,,,,,,,,
49,Morrison,205,RIPLEY TOWNSHIP,181,BRAINERD,2,,,,,,,,,
49,Morrison,205,RIPLEY TOWNSHIP,482,LITTLE FALLS,511,,,,,,,,,
49,Morrison,210,ROSING TOWNSHIP,116,PILLAGER,162,,,,,,,,,
49,Morrison,215,ROYALTON,485,ROYALTON,720,,,,,,,,,
49,Morrison,220,SCANDIA VALLEY TOWNSHIP,116,PILLAGER,281,,,,,,,,,
49,Morrison,220,SCANDIA VALLEY TOWNSHIP,2170,STAPLES-MOTLEY,758,,,,,,,,,
49,Morrison,225,SOBIESKI,482,LITTLE FALLS,124,,,,,,,,,
49,Morrison,230,SWAN RIVER TOWNSHIP,482,LITTLE FALLS,412,,,,,,,,,
49,Morrison,230,SWAN RIVER TOWNSHIP,485,ROYALTON,43,,,,,,,,,
49,Morrison,230,SWAN RIVER TOWNSHIP,487,UPSALA,39,,,,,,,,,
49,Morrison,235,SWANVILLE,486,SWANVILLE,181,,,,,,,,,
49,Morrison,240,SWANVILLE TOWNSHIP,2753,LONG PRAIRIE-GREY EAGLE,9,,,,,,,,,
49,Morrison,240,SWANVILLE TOWNSHIP,482,LITTLE FALLS,16,,,,,,,,,
49,Morrison,240,SWANVILLE TOWNSHIP,486,SWANVILLE,214,,,,,,,,,
49,Morrison,240,SWANVILLE TOWNSHIP,487,UPSALA,93,,,,,,,,,
49,Morrison,245,TWO RIVERS TOWNSHIP,485,ROYALTON,306,,,,,,,,,
49,Morrison,245,TWO RIVERS TOWNSHIP,487,UPSALA,110,,,,,,,,,
49,Morrison,245,TWO RIVERS TOWNSHIP,738,HOLDINGFORD,108,,,,,,,,,
49,Morrison,250,UPSALA,487,UPSALA,264,,,,,,,,,
50,Mower,5,ADAMS,500,SOUTHLAND,458,,,,,,,,,
50,Mower,10,ADAMS TWP.,500,SOUTHLAND,309,,,,,,,,,
50,Mower,15,AUSTIN W-1 P-1,492,AUSTIN,2225,,,,,,,,,
50,Mower,20,AUSTIN W-1 P-2,492,AUSTIN,2055,,,,,,,,,
50,Mower,25,AUSTIN W-1 P-3,492,AUSTIN,78,,,,,,,,,
50,Mower,30,AUSTIN W-2 P-1,492,AUSTIN,2044,,,,,,,,,
50,Mower,35,AUSTIN W-2 P-2,492,AUSTIN,2741,,,,,,,,,
50,Mower,50,AUSTIN W-3 P-1,492,AUSTIN,1598,,,,,,,,,
50,Mower,55,AUSTIN W-3 P-2,492,AUSTIN,2173,,,,,,,,,
50,Mower,70,AUSTIN TWP.,492,AUSTIN,593,,,,,,,,,
50,Mower,70,AUSTIN TWP.,497,LYLE,15,,,,,,,,,
50,Mower,75,BENNINGTON TWP.,495,GRAND MEADOW,49,,,,,,,,,
50,Mower,75,BENNINGTON TWP.,499,LEROY-OSTRANDER,51,,,,,,,,,
50,Mower,80,BROWNSDALE,203,HAYFIELD,440,,,,,,,,,
50,Mower,85,CLAYTON TWP.,495,GRAND MEADOW,38,,,,,,,,,
50,Mower,85,CLAYTON TWP.,500,SOUTHLAND,73,,,,,,,,,
50,Mower,90,DEXTER,500,SOUTHLAND,217,,,,,,,,,
50,Mower,95,DEXTER TWP.,203,HAYFIELD,7,,,,,,,,,
50,Mower,95,DEXTER TWP.,500,SOUTHLAND,177,,,,,,,,,
50,Mower,100,ELKTON,500,SOUTHLAND,78,,,,,,,,,
50,Mower,105,FRANKFORD TWP.,2137,KINGSLAND,95,,,,,,,,,
50,Mower,105,FRANKFORD TWP.,495,GRAND MEADOW,157,,,,,,,,,
50,Mower,105,FRANKFORD TWP.,499,LEROY-OSTRANDER,3,,,,,,,,,
50,Mower,105,FRANKFORD TWP.,534,STEWARTVILLE,3,,,,,,,,,
50,Mower,110,GRAND MEADOW,495,GRAND MEADOW,695,,,,,,,,,
50,Mower,115,GRAND MEADOW TWP.,495,GRAND MEADOW,145,,,,,,,,,
50,Mower,115,GRAND MEADOW TWP.,500,SOUTHLAND,45,,,,,,,,,
50,Mower,120,LANSING TWP.,492,AUSTIN,563,,,,,,,,,
50,Mower,120,LANSING TWP.,756,BLOOMING PRAIRIE,24,,,,,,,,,
50,Mower,125,LE ROY,499,LEROY-OSTRANDER,564,,,,,,,,,
50,Mower,130,LE ROY TWP.,499,LEROY-OSTRANDER,228,,,,,,,,,
50,Mower,135,LODI TWP.,499,LEROY-OSTRANDER,71,,,,,,,,,
50,Mower,135,LODI TWP.,500,SOUTHLAND,87,,,,,,,,,
50,Mower,140,LYLE,497,LYLE,301,,,,,,,,,
50,Mower,145,LYLE TWP.,492,AUSTIN,67,,,,,,,,,
50,Mower,145,LYLE TWP.,497,LYLE,182,,,,,,,,,
50,Mower,150,MAPLEVIEW,492,AUSTIN,81,,,,,,,,,
50,Mower,155,MARSHALL TWP.,500,SOUTHLAND,206,,,,,,,,,
50,Mower,160,NEVADA TWP.,497,LYLE,166,,,,,,,,,
50,Mower,160,NEVADA TWP.,500,SOUTHLAND,73,,,,,,,,,
50,Mower,165,PLEASANT VALLEY,203,HAYFIELD,17,,,,,,,,,
50,Mower,165,PLEASANT VALLEY,495,GRAND MEADOW,73,,,,,,,,,
50,Mower,165,PLEASANT VALLEY,534,STEWARTVILLE,126,,,,,,,,,
50,Mower,170,RACINE,534,STEWARTVILLE,276,,,,,,,,,
50,Mower,175,RACINE TWP.,2137,KINGSLAND,16,,,,,,,,,
50,Mower,175,RACINE TWP.,495,GRAND MEADOW,46,,,,,,,,,
50,Mower,175,RACINE TWP.,534,STEWARTVILLE,263,,,,,,,,,
50,Mower,180,RED ROCK TWP.,203,HAYFIELD,313,,,,,,,,,
50,Mower,180,RED ROCK TWP.,492,AUSTIN,175,,,,,,,,,
50,Mower,180,RED ROCK TWP.,500,SOUTHLAND,29,,,,,,,,,
50,Mower,185,ROSE CREEK,500,SOUTHLAND,250,,,,,,,,,
50,Mower,190,SARGEANT,203,HAYFIELD,43,,,,,,,,,
50,Mower,195,SARGEANT TWP.,203,HAYFIELD,203,,,,,,,,,
50,Mower,195,SARGEANT TWP.,500,SOUTHLAND,13,,,,,,,,,
50,Mower,200,TAOPI,500,SOUTHLAND,35,,,,,,,,,
50,Mower,205,UDOLPHO TWP.,492,AUSTIN,61,,,,,,,,,
50,Mower,205,UDOLPHO TWP.,756,BLOOMING PRAIRIE,226,,,,,,,,,
50,Mower,210,WALTHAM,203,HAYFIELD,94,,,,,,,,,
50,Mower,215,WALTHAM TWP.,203,HAYFIELD,178,,,,,,,,,
50,Mower,215,WALTHAM TWP.,492,AUSTIN,2,,,,,,,,,
50,Mower,215,WALTHAM TWP.,756,BLOOMING PRAIRIE,67,,,,,,,,,
50,Mower,220,WINDOM TWP.,492,AUSTIN,172,,,,,,,,,
50,Mower,220,WINDOM TWP.,500,SOUTHLAND,142,,,,,,,,,
51,Murray,5,AVOCA,2169,MURRAY COUNTY CENTRAL,78,,,,,,,,,
51,Murray,10,BELFAST TWP,505,FULDA,118,,,,,,,,,
51,Murray,15,BONDIN TWP,2169,MURRAY COUNTY CENTRAL,4,,,,,,,,,
51,Murray,15,BONDIN TWP,505,FULDA,171,,,,,,,,,
51,Murray,20,CAMERON TWP,2169,MURRAY COUNTY CENTRAL,61,,,,,,,,,
51,Murray,20,CAMERON TWP,2902,RUSSELL-TYLER-RUTHTON,12,,,,,,,,,
51,Murray,25,CHANARAMBIE TWP,2169,MURRAY COUNTY CENTRAL,95,,,,,,,,,
51,Murray,25,CHANARAMBIE TWP,2689,PIPESTONE AREA,15,,,,,,,,,
51,Murray,25,CHANARAMBIE TWP,581,EDGERTON,18,,,,,,,,,
51,Murray,30,CHANDLER,2169,MURRAY COUNTY CENTRAL,119,,,,,,,,,
51,Murray,35,CURRIE,2904,TRACY AREA,115,,,,,,,,,
51,Murray,40,DES MOINES RIVER,2169,MURRAY COUNTY CENTRAL,11,,,,,,,,,
51,Murray,40,DES MOINES RIVER,2898,WESTBROOK-WALNUT GROVE,45,,,,,,,,,
51,Murray,40,DES MOINES RIVER,505,FULDA,34,,,,,,,,,
51,Murray,45,DOVRAY TWP,2898,WESTBROOK-WALNUT GROVE,102,,,,,,,,,
51,Murray,45,DOVRAY TWP,2904,TRACY AREA,4,,,,,,,,,
51,Murray,46,DOVRAY CITY,2898,WESTBROOK-WALNUT GROVE,49,,,,,,,,,
51,Murray,50,ELLSBOROUGH TWP,2169,MURRAY COUNTY CENTRAL,6,,,,,,,,,
51,Murray,50,ELLSBOROUGH TWP,2902,RUSSELL-TYLER-RUTHTON,83,,,,,,,,,
51,Murray,50,ELLSBOROUGH TWP,2904,TRACY AREA,11,,,,,,,,,
51,Murray,55,FENTON TWP,2169,MURRAY COUNTY CENTRAL,98,,,,,,,,,
51,Murray,55,FENTON TWP,505,FULDA,4,,,,,,,,,
51,Murray,60,FULDA,505,FULDA,795,,,,,,,,,
51,Murray,65,HADLEY,2169,MURRAY COUNTY CENTRAL,42,,,,,,,,,
51,Murray,70,HOLLY TWP,2898,WESTBROOK-WALNUT GROVE,37,,,,,,,,,
51,Murray,70,HOLLY TWP,2904,TRACY AREA,32,,,,,,,,,
51,Murray,75,IONA,2169,MURRAY COUNTY CENTRAL,103,,,,,,,,,
51,Murray,80,IONA TWP,2169,MURRAY COUNTY CENTRAL,47,,,,,,,,,
51,Murray,80,IONA TWP,505,FULDA,48,,,,,,,,,
51,Murray,85,LAKE SARAH TWP,2169,MURRAY COUNTY CENTRAL,84,,,,,,,,,
51,Murray,85,LAKE SARAH TWP,2904,TRACY AREA,198,,,,,,,,,
51,Murray,90,LAKE WILSON,2169,MURRAY COUNTY CENTRAL,166,,,,,,,,,
51,Murray,95,LEEDS TWP,2169,MURRAY COUNTY CENTRAL,142,,,,,,,,,
51,Murray,100,LIME LAKE TWP,2169,MURRAY COUNTY CENTRAL,108,,,,,,,,,
51,Murray,100,LIME LAKE TWP,505,FULDA,11,,,,,,,,,
51,Murray,105,LOWVILLE TWP,2169,MURRAY COUNTY CENTRAL,101,,,,,,,,,
51,Murray,105,LOWVILLE TWP,2904,TRACY AREA,7,,,,,,,,,
51,Murray,110,MASON TWP,2169,MURRAY COUNTY CENTRAL,201,,,,,,,,,
51,Murray,110,MASON TWP,2904,TRACY AREA,5,,,,,,,,,
51,Murray,115,MOULTON TWP,2169,MURRAY COUNTY CENTRAL,73,,,,,,,,,
51,Murray,115,MOULTON TWP,581,EDGERTON,55,,,,,,,,,
51,Murray,120,MURRAY TWP,2169,MURRAY COUNTY CENTRAL,4,,,,,,,,,
51,Murray,120,MURRAY TWP,2898,WESTBROOK-WALNUT GROVE,7,,,,,,,,,
51,Murray,120,MURRAY TWP,2904,TRACY AREA,107,,,,,,,,,
51,Murray,125,SHETEK TWP,2904,TRACY AREA,221,,,,,,,,,
51,Murray,130,SKANDIA TWP,2904,TRACY AREA,79,,,,,,,,,
51,Murray,135,SLAYTON CITY,2169,MURRAY COUNTY CENTRAL,1253,,,,,,,,,
51,Murray,140,SLAYTON TWP,2169,MURRAY COUNTY CENTRAL,215,,,,,,,,,
52,Nicollet,5,BELGRADE TOWNSHIP,507,NICOLLET,57,,,,,,,,,
52,Nicollet,5,BELGRADE TOWNSHIP,77,MANKATO,697,,,,,,,,,
52,Nicollet,10,BERNADOTTE TOWNSHIP,2310,SIBLEY EAST,19,,,,,,,,,
52,Nicollet,10,BERNADOTTE TOWNSHIP,2365,GIBBON-FAIRFAX-WINTHROP,63,,,,,,,,,
52,Nicollet,10,BERNADOTTE TOWNSHIP,507,NICOLLET,13,,,,,,,,,
52,Nicollet,10,BERNADOTTE TOWNSHIP,88,NEW ULM,77,,,,,,,,,
52,Nicollet,15,BRIGHTON TOWNSHIP,507,NICOLLET,9,,,,,,,,,
52,Nicollet,15,BRIGHTON TOWNSHIP,88,NEW ULM,82,,,,,,,,,
52,Nicollet,20,CITY OF COURTLAND,88,NEW ULM,488,,,,,,,,,
52,Nicollet,25,COURTLAND TOWNSHIP,507,NICOLLET,164,,,,,,,,,
52,Nicollet,25,COURTLAND TOWNSHIP,88,NEW ULM,255,,,,,,,,,
52,Nicollet,30,GRANBY TOWNSHIP,507,NICOLLET,172,,,,,,,,,
52,Nicollet,35,CITY OF LAFAYETTE,88,NEW ULM,298,,,,,,,,,
52,Nicollet,40,LAFAYETTE TOWNSHIP,2365,GIBBON-FAIRFAX-WINTHROP,34,,,,,,,,,
52,Nicollet,40,LAFAYETTE TOWNSHIP,88,NEW ULM,434,,,,,,,,,
52,Nicollet,45,LAKE PRAIRIE TOWNSHIP,2310,SIBLEY EAST,18,,,,,,,,,
52,Nicollet,45,LAKE PRAIRIE TOWNSHIP,2397,LE SUEUR-HENDERSON,81,,,,,,,,,
52,Nicollet,45,LAKE PRAIRIE TOWNSHIP,507,NICOLLET,47,,,,,,,,,
52,Nicollet,45,LAKE PRAIRIE TOWNSHIP,508,ST. PETER,321,,,,,,,,,
52,Nicollet,55,NEW SWEDEN TOWNSHIP,2310,SIBLEY EAST,84,,,,,,,,,
52,Nicollet,55,NEW SWEDEN TOWNSHIP,507,NICOLLET,106,,,,,,,,,
52,Nicollet,55,NEW SWEDEN TOWNSHIP,508,ST. PETER,3,,,,,,,,,
52,Nicollet,60,CITY OF NICOLLET,507,NICOLLET,743,,,,,,,,,
52,Nicollet,65,NICOLLET TOWNSHIP,507,NICOLLET,332,,,,,,,,,
52,Nicollet,65,NICOLLET TOWNSHIP,77,MANKATO,15,,,,,,,,,
52,Nicollet,70,NORTH MANKATO P-1,77,MANKATO,1296,,,,,,,,,
52,Nicollet,75,NORTH MANKATO P-2,77,MANKATO,1271,,,,,,,,,
52,Nicollet,80,NORTH MANKATO P-3,77,MANKATO,1312,,,,,,,,,
52,Nicollet,85,NORTH MANKATO P-4,77,MANKATO,1456,,,,,,,,,
52,Nicollet,90,NORTH MANKATO P-5,77,MANKATO,1697,,,,,,,,,
52,Nicollet,95,NORTH MANKATO P-6,77,MANKATO,1590,,,,,,,,,
52,Nicollet,100,NORTH MANKATO P-7,77,MANKATO,489,,,,,,,,,
52,Nicollet,110,OSHAWA TOWNSHIP,507,NICOLLET,45,,,,,,,,,
52,Nicollet,110,OSHAWA TOWNSHIP,508,ST. PETER,316,,,,,,,,,
52,Nicollet,110,OSHAWA TOWNSHIP,77,MANKATO,2,,,,,,,,,
52,Nicollet,115,RIDGELY TOWNSHIP,2365,GIBBON-FAIRFAX-WINTHROP,68,,,,,,,,,
52,Nicollet,120,ST PETER W-1 P-1,508,ST. PETER,1872,,,,,,,,,
52,Nicollet,125,ST PETER W-1 P-2,508,ST. PETER,1988,,,,,,,,,
52,Nicollet,130,ST PETER W-2 P-1,508,ST. PETER,927,,,,,,,,,
52,Nicollet,135,ST PETER W-2 P-2,508,ST. PETER,1563,,,,,,,,,
52,Nicollet,140,TRAVERSE TOWNSHIP,507,NICOLLET,9,,,,,,,,,
52,Nicollet,140,TRAVERSE TOWNSHIP,508,ST. PETER,220,,,,,,,,,
52,Nicollet,145,WEST NEWTON TOWNSHIP,2365,GIBBON-FAIRFAX-WINTHROP,9,,,,,,,,,
52,Nicollet,145,WEST NEWTON TOWNSHIP,88,NEW ULM,278,,,,,,,,,
53,Nobles,5,ADRIAN,511,ADRIAN,665,,,,,,,,,
53,Nobles,10,BIGELOW,518,WORTHINGTON,108,,,,,,,,,
53,Nobles,15,BIGELOW TWP.,518,WORTHINGTON,255,,,,,,,,,
53,Nobles,20,BLOOM TWP.,505,FULDA,73,,,,,,,,,
53,Nobles,20,BLOOM TWP.,518,WORTHINGTON,22,,,,,,,,,
53,Nobles,25,BREWSTER,2907,ROUND LAKE-BREWSTER,261,,,,,,,,,
53,Nobles,30,DEWALD TWP.,518,WORTHINGTON,169,,,,,,,,,
53,Nobles,35,DUNDEE,505,FULDA,45,,,,,,,,,
53,Nobles,40,ELK TWP.,505,FULDA,1,,,,,,,,,
53,Nobles,40,ELK TWP.,518,WORTHINGTON,157,,,,,,,,,
53,Nobles,45,ELLSWORTH,514,ELLSWORTH,256,,,,,,,,,
53,Nobles,50,GRAHAM LAKES TWP.,2907,ROUND LAKE-BREWSTER,33,,,,,,,,,
53,Nobles,50,GRAHAM LAKES TWP.,505,FULDA,103,,,,,,,,,
53,Nobles,50,GRAHAM LAKES TWP.,518,WORTHINGTON,2,,,,,,,,,
53,Nobles,55,GRAND PRAIRIE TWP.,514,ELLSWORTH,135,,,,,,,,,
53,Nobles,60,HERSEY TWP.,2907,ROUND LAKE-BREWSTER,106,,,,,,,,,
53,Nobles,60,HERSEY TWP.,518,WORTHINGTON,15,,,,,,,,,
